config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,measurement_status
ecdsa,blockutil-300,blockutil-300-tps,17,48,32,0,1952347.156250,496.437500,2097152,0.930951670,2s,500,10485760,2,e348f51f50b540f9e0f31e61aec7cc7e49736ac1468ee01d4e3ce8673ca97085,raw/e1/blockutil-300_ecdsa_blocks_blockutil-300-tps.csv,ca48b8c5ed503157e7ac1c863e7692584bd7c757beb006323d2557f9e37f22b6,diagnostic_unreviewed
