config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,validation_unavailable_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,raw_transactions_file,raw_transactions_sha256,measurement_status
sphincs,blockutil-54-v2,blockutil-54-tps,16,47,32,0,583339.531250,29.531250,2097152,0.278157964,2s,500,10485760,2,cc3c40cccd50e09ff3b5b3f38bd6479ea90eb15f731de94eb5404c10f1f3e20a,raw/e1/blockutil-54-v2_sphincs_blocks_blockutil-54-tps.csv,dbc65df5c305a91ed837a06696ccfc8d61ecd155e9abef2acdfa10e1341d53ed,945,0,0,945,19714.505820,2.000000,2,2,raw/e1/blockutil-54-v2_sphincs_transactions_blockutil-54-tps.csv,2f7eaecaaf8fa68340fdb337ab01b5cef8fc438adddd3ee13a90e5dd0754892f,diagnostic_unreviewed
