config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,raw_transactions_file,raw_transactions_sha256,measurement_status
sphincs,sphincs-lowrate-v1,sphincs-20-tps,121,150,30,0,790308.966667,40.033333,2097152,0.376848682,2s,500,10485760,2,41b8b53392a576d46981dd3d7cfa6efe3bd5605032a2ffffbd645a625d53c207,raw/e1/sphincs-lowrate-v1_sphincs_blocks_sphincs-20-tps.csv,3252286d4d6a5c0a1f8651e9333ddc9118667e2493fb2faac2c54f421e7a449d,1201,0,1201,19711.570358,2.000000,2,2,raw/e1/sphincs-lowrate-v1_sphincs_transactions_sphincs-20-tps.csv,871ccade5c2aef4aefd86220856acb1579491cfa4fb9027ae4d509ad5dd1f524,diagnostic_unreviewed
