config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,validation_unavailable_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,raw_transactions_file,raw_transactions_sha256,measurement_status
ml-dsa-65,sustained-345-v1,sustained-345-tps,17,177,161,0,1917454.229814,121.248447,2097152,0.914313426,2s,500,10485760,2,fc456a1a139ac27c868caf5b5e732fbb259d5956dde0a8bbd0a898eb27bb372c,raw/e1/sustained-345-v1_ml-dsa-65_blocks_sustained-345-tps.csv,5cb3a0d6074bddc39a1a71b388acb9fcbd850ed30e0f941fcc41002222b3cfa5,19521,0,0,19521,15802.778597,2.000000,2,2,raw/e1/sustained-345-v1_ml-dsa-65_transactions_sustained-345-tps.csv,75e4fa179d2d8fb9297fb78cd7e4768a3e9803790e229b69152d102e061a9aee,diagnostic_unreviewed
