config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,validation_unavailable_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,raw_transactions_file,raw_transactions_sha256,measurement_status
ecdsa,tx-evidence-50-v1,50-tps,17,76,60,0,394327.216667,100.016667,2097152,0.188029869,2s,500,10485760,2,503212502995528b9009210d9ef12494c5ce90f0c7b1caf29cab978d410f5e60,raw/e1/tx-evidence-50-v1_ecdsa_blocks_50-tps.csv,5f91558ea23a630d3f8c6af9cafa5b00ef3ce7379da43b5125a5b227a69a194b,6001,0,0,6001,3929.301450,2.000000,2,2,raw/e1/tx-evidence-50-v1_ecdsa_transactions_50-tps.csv,06d4d202e614c541aef73717838577d6f541210edaa0e79fd0f48fd390e78d3e,diagnostic_unreviewed
