latency_ms
2085.111761
2035.032904
2016.513091
1997.368691
1978.733951
2077.716792
1777.284276
1562.696504
1103.151735
742.381551
1762.263561
1522.538583
2058.355301
1882.972638
1502.806397
1863.21856
1643.19495
903.026506
1663.308181
923.111032
1481.970956
1803.257339
1722.435778
423.230894
1942.177362
1023.858858
100.859929
402.122704
1082.624638
863.193023
1702.89736
1741.533048
1582.970629
703.55512
1003.743463
1242.624918
1924.722152
1682.111463
1043.003778
381.96543
1422.066161
662.666272
1163.001714
683.238664
1603.766787
842.26273
761.332082
983.901849
643.098638
1842.197535
363.825278
1201.571337
182.49747
822.649509
263.699784
622.310385
1263.644471
1182.592903
1623.524101
303.755069
963.129046
1142.976201
321.486594
1904.085928
123.288107
1322.603236
583.063506
1282.736631
1823.408942
242.382296
544.089615
482.690562
442.64208
563.486294
1362.677227
602.706683
463.234691
884.753873
802.050787
344.315875
1463.205356
1063.20774
1962.422343
783.545292
723.040407
222.838117
1223.414563
1122.874643
1442.777678
203.353672
282.659923
1402.876956
942.775199
1302.438789
1543.509473
162.946127
1383.258366
143.695526
1342.388263
522.1894
503.536093
2035.890884
1918.899891
1678.535277
2078.31499
1799.501383
2014.315688
1719.684741
2028.780517
1839.835949
1859.598312
1899.129933
1739.705546
1995.890895
80.791685
1879.797586
878.414804
1660.215574
1818.385648
1760.857749
480.881999
1781.800917
461.244583
861.050296
680.287161
1281.757808
1641.427091
1261.607146
1941.641324
1981.311006
782.024236
760.183785
1240.603364
1962.022523
1702.404143
641.772972
422.016369
701.943352
440.08772
1201.581702
622.665763
261.789516
1182.522895
742.576775
222.216116
803.235613
402.587429
1582.868944
1604.46973
242.65747
320.97765
382.598985
1144.598659
303.804255
203.431952
1563.863929
183.896268
504.116479
1624.652763
602.365368
583.426989
1303.75138
1544.350909
1365.867656
525.254957
1345.186396
1104.497747
543.11671
285.306724
724.359147
364.618306
1444.13824
1486.33338
1425.240419
124.539165
146.115694
1506.157321
166.456848
567.299601
1325.01194
1466.249576
826.375683
1166.652525
1085.313932
946.682356
846.682892
1406.812882
906.754834
1026.917734
666.535756
346.558457
1227.209178
1046.837696
1067.660665
986.929306
107.240651
1527.406329
1387.723215
1128.089415
1006.971922
929.486298
967.819632
1926.841269
2081.552512
1826.535613
1727.185862
1787.446983
1746.705926
1966.491043
1127.169746
2042.818447
1806.761927
1866.716766
1887.247641
1988.036986
1948.794925
2007.294119
607.724313
586.024138
1706.698731
2058.76925
1368.126345
86.664452
1406.86531
2019.736648
1688.910438
349.485039
1068.002272
470.046819
326.76176
1908.23438
1549.203608
1626.784874
569.170419
1529.026176
1347.730609
368.380676
1589.15138
1569.268918
1048.222054
389.819195
1609.84936
1028.957045
288.58341
409.116475
1650.796471
509.979281
488.585127
168.303908
1228.04781
1209.557532
1090.371248
1431.524366
310.88066
129.371254
188.621236
150.189334
209.092255
1491.119583
1150.858839
1671.150258
1190.018543
1251.04571
1170.843986
951.412269
1470.218696
1329.854248
971.720099
1850.41635
649.497692
1452.192571
730.771063
690.250944
811.79004
632.560556
432.236056
872.059798
791.601797
770.764942
912.928579
672.694321
1110.998774
713.102537
452.32472
1770.736889
552.104518
532.409092
1512.77886
253.298136
1393.63248
1014.280433
233.242796
1312.921038
274.054689
991.934322
114.16688
1270.985431
751.936332
1293.033507
854.624465
934.071165
894.372808
834.398291
2038.639449
1822.148778
2082.449417
1944.040113
1864.90775
1883.438153
1844.826119
1464.840445
744.876011
1143.922326
1803.236178
725.502546
1924.589101
1484.826374
705.321716
1565.225093
2010.737823
1425.110949
2005.145419
1503.821781
1905.695067
385.739786
1527.070137
1705.799421
1625.779883
1687.118732
1027.09929
1586.740046
1545.239435
1747.18328
1665.447923
1306.770209
1727.291451
366.348316
1987.27576
1966.555447
646.376054
407.49227
1327.011684
1347.911458
