config,run_label,peer,identity_type,identity_path,bytes,sha256
ml-dsa-65,identity-only-v1,peer0.org1.example.com,msp_signcert_pem,generated_crypto_config/peerOrganizations/org1.example.com/peers/peer0.org1.example.com/msp/signcerts/peer0.org1.example.com-cert.pem,3508,c6d610f15ac4a0634c8a4916a1aa5771ff9d91f3403b389479c0f2fce6fed58c
ml-dsa-65,identity-only-v1,peer1.org1.example.com,msp_signcert_pem,generated_crypto_config/peerOrganizations/org1.example.com/peers/peer1.org1.example.com/msp/signcerts/peer1.org1.example.com-cert.pem,3508,cd35ada9ac52b16e4e93b0f92d3d521777870cadd6767b9a59cf6e5c312bed85
ml-dsa-65,identity-only-v1,peer0.org2.example.com,msp_signcert_pem,generated_crypto_config/peerOrganizations/org2.example.com/peers/peer0.org2.example.com/msp/signcerts/peer0.org2.example.com-cert.pem,3508,593f14917c17bd1cd1e8bde3b63a5316df6716cf90fafd768c0e1d26bf1295b6
ml-dsa-65,identity-only-v1,peer1.org2.example.com,msp_signcert_pem,generated_crypto_config/peerOrganizations/org2.example.com/peers/peer1.org2.example.com/msp/signcerts/peer1.org2.example.com-cert.pem,3508,ef58774fc0d9affa20c80d41da89eb5dad443ce8039612d8accc9b14e2f3b7b7
