config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,effective_preferred_max_bytes,block_utilisation,BatchTimeout,MaxMessageCount,AbsoluteMaxBytes,effective_config_block_number,effective_config_block_sha256,raw_blocks_file,raw_blocks_sha256,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,validation_unavailable_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,raw_transactions_file,raw_transactions_sha256,measurement_status
ml-dsa-65,tx-evidence-50-v1,50-tps,17,76,60,0,1581940.150000,100.016667,2097152,0.754327846,2s,500,10485760,2,ed1e41b568de1b63b354eb5c77e30b8d37cac481298a54410399c325979f2bd4,raw/e1/tx-evidence-50-v1_ml-dsa-65_blocks_50-tps.csv,503fcf3c4dbf9592c077f5ca0afba4cdfdf3fbd9e9067942aa5e9a8e289c514e,6001,0,0,6001,15803.491918,2.000000,2,2,raw/e1/tx-evidence-50-v1_ml-dsa-65_transactions_50-tps.csv,ae5b39edec4420e12998e40d757914ffedc75e1a3946225e990a310110d29e3c,diagnostic_unreviewed
