config,run_label,benchmark_label,start_block,end_block,ordinary_block_count,excluded_block_count,block_bytes_mean,transactions_per_block_mean,block_utilisation,ordinary_transaction_count,valid_transaction_count,invalid_transaction_count,validation_unavailable_count,tx_bytes_mean,endorsements_per_tx,endorsements_min,endorsements_max,validation_evidence_status,raw_blocks_file,raw_blocks_sha256,raw_transactions_file,raw_transactions_sha256,summary_source,summary_sha256
sphincs,sphincs-lowrate-v1,sphincs-20-tps,121,150,30,0,790308.966667,40.033333,0.376848682,1201,0,0,1201,19711.570358,2.000000,2,2,legacy_summary_grouped_validation_unavailable_with_invalid; derived invalid/unavailable counts above supersede those two raw-summary fields,raw/e1/sphincs-lowrate-v1_sphincs_blocks_sphincs-20-tps.csv,3252286d4d6a5c0a1f8651e9333ddc9118667e2493fb2faac2c54f421e7a449d,raw/e1/sphincs-lowrate-v1_sphincs_transactions_sphincs-20-tps.csv,871ccade5c2aef4aefd86220856acb1579491cfa4fb9027ae4d509ad5dd1f524,raw/e1/sphincs-lowrate-v1_sphincs_blocks_sphincs-20-tps_summary.csv,8fc34c40fd11f03a7fefc20c83863a9f17225cf58666d0f5a25496f023727e5d
