config,round_label,offered_tps,total,success,fail,tx_success_rate,tx_error_rate,endorse_sample_count,endorse_median_ms,endorse_p95_ms,endorse_p99_ms,commit_sample_count,commit_median_ms,commit_p95_ms,commit_p99_ms,status,notes,endorse_source,endorse_sha256,commit_source,commit_sha256,e2e_source,e2e_sha256,heights_source,heights_sha256,benchmark_source,benchmark_sha256,log_source,log_sha256
SPHINCS+-SHA2-128s-simple,50-tps,50.0,6001,462,5539,0.076987169,0.923012831,1088,,,,462,,,,saturation_only_not_a_valid_latency_candidate,Common-profile saturation is reportable; timing fields are intentionally blank and must not be used as a normal latency population.,raw/e1/latency-common-clean-v1_sphincs_endorse_50-tps_worker0_1789076875588.csv,e3ef9905625044675f4158a2c8f1275923b4b96b5eaeb267e73fc1b5b473c0ff,raw/e1/latency-common-clean-v1_sphincs_commit_50-tps_worker0_1789076875588.csv,e97cfe3c341b79a821c9ab3169d6f45991a783f0a9946e214c81887275bd2bbc,raw/e1/latency-common-clean-v1_sphincs_e2e_50-tps_worker0_1789076875588.csv,bae2ada98548c286dc43eecb98c44f2daadb1ff03da13785f80f4767a4c7c91a,raw/e1/latency-common-clean-v1_sphincs_block_heights.csv,1bb3084114f2ab3a3f6fadc4b28f926d7e0aa7b71e4d2d50645340b0b59dc4ce,env/caliper/e1/benchmark.yaml,5ae8aa973467a7828237fbc097c8e3936d5a05196de3cfd2881f550b8afd6e1a,raw/e1/latency-common-clean-v1_sphincs_caliper_run.log,400eb7f7804ef52a1810b0b112559de5b14d864899a68032ebd81d38553b037c
SPHINCS+-SHA2-128s-simple,200-tps,200.0,24001,532,23469,0.022165743,0.977834257,2431,,,,532,,,,saturation_only_not_a_valid_latency_candidate,Common-profile saturation is reportable; timing fields are intentionally blank and must not be used as a normal latency population.,raw/e1/latency-common-clean-v1_sphincs_endorse_200-tps_worker0_1789077025957.csv,586a82fb6442cfd089fabee0be3fc07dbbfdd461e5f38790e746d2675d8aa439,raw/e1/latency-common-clean-v1_sphincs_commit_200-tps_worker0_1789077025958.csv,eb8361c47dd44552274416b8d4be2fb57abd8d0206f1539b252fe4c5ab426941,raw/e1/latency-common-clean-v1_sphincs_e2e_200-tps_worker0_1789077025958.csv,36bdfa4ed1d5ce36f197eec6c71e3fdb61161b26e104dcd6fed40e74fc0a936e,raw/e1/latency-common-clean-v1_sphincs_block_heights.csv,1bb3084114f2ab3a3f6fadc4b28f926d7e0aa7b71e4d2d50645340b0b59dc4ce,env/caliper/e1/benchmark.yaml,5ae8aa973467a7828237fbc097c8e3936d5a05196de3cfd2881f550b8afd6e1a,raw/e1/latency-common-clean-v1_sphincs_caliper_run.log,400eb7f7804ef52a1810b0b112559de5b14d864899a68032ebd81d38553b037c
