round_label,offered_rate_tps,duration_seconds,total,caliper_success,caliper_fail,tx_success_rate,tx_error_rate,successful_throughput_tps,achieved_offered_ratio,caliper_reported_throughput_tps,endorsement_timing_n,commit_timing_n,overall_successful_e2e_median_ms,overall_successful_e2e_p95_ms,overall_successful_e2e_p99_ms,beginning_window_ms,ending_window_ms,beginning_success_n,ending_success_n,beginning_p95_e2e_ms,ending_p95_e2e_ms,ending_to_beginning_p95_ratio,success_rate_pass,throughput_pass,latency_stability_pass,sustainable,e2e_source,e2e_sha256,endorse_source,endorse_sha256,commit_source,commit_sha256,heights_source,heights_sha256,benchmark_source,benchmark_sha256,log_source,log_sha256,highest_tested_sustainable_tps
sphincs-23-tps,23,60,1381,1381,0,1.000000000,0.000000000,23.016667,1.000725,21.3,1381,1381,5252.631986,9124.870637,10627.962666,"[0,12000)","[48000,60000)",277,277,4487.086282,10627.962666,2.368567,true,true,false,false,raw/e1/sphincs-boundary-23-v1_sphincs_e2e_sphincs-23-tps_worker0_1788689865546.csv,363fa35c7319db7d68ae365831adf884bfe643e5212ca2b8fffd2b7c93b2fd96,raw/e1/sphincs-boundary-23-v1_sphincs_endorse_sphincs-23-tps_worker0_1788689865545.csv,0535edd55e9212200267b1f1cf1bd890f6b61fb0ed1d78dc6855c8f6e72e5e8c,raw/e1/sphincs-boundary-23-v1_sphincs_commit_sphincs-23-tps_worker0_1788689865545.csv,15e4b89f773201ff6c255ac1c45a7cbce1acf933b61faba5fbe5f975c5d8d826,raw/e1/sphincs-boundary-23-v1_sphincs_block_heights.csv,09b2ce32bc891cdbae2c78ae45dfe88cc7e1c97c6afc24b59b62e1d22a316f8f,env/caliper/e1/benchmark_sphincs_boundary_23.yaml,61fbc47facc60720bb919796e8fad8f42b1be7f4e00f584d4005aedbf8bb4c68,raw/e1/sphincs-boundary-23-v1_sphincs_caliper_run.log,fcf955f7487fcd8d65c2da647038060ec64e5abfa697119b0ad614a4c947f971,
