round_label,offered_rate_tps,duration_seconds,total,caliper_success,caliper_fail,tx_success_rate,tx_error_rate,successful_throughput_tps,achieved_offered_ratio,caliper_reported_throughput_tps,endorsement_timing_n,commit_timing_n,overall_successful_e2e_median_ms,overall_successful_e2e_p95_ms,overall_successful_e2e_p99_ms,beginning_window_ms,ending_window_ms,beginning_success_n,ending_success_n,beginning_p95_e2e_ms,ending_p95_e2e_ms,ending_to_beginning_p95_ratio,success_rate_pass,throughput_pass,latency_stability_pass,sustainable,e2e_source,e2e_sha256,endorse_source,endorse_sha256,commit_source,commit_sha256,heights_source,heights_sha256,benchmark_source,benchmark_sha256,log_source,log_sha256,highest_tested_sustainable_tps
sphincs-35-tps,35,60,2101,1294,807,0.615897192,0.384102808,21.566667,0.616190,27.0,1480,1294,17072.196082,32763.050961,36082.802465,"[0,12000)","[48000,60000)",404,391,18393.233214,23662.923920,1.286502,false,false,true,false,raw/e1/sphincs-boundary-35-v1_sphincs_e2e_sphincs-35-tps_worker0_1788687380227.csv,1f09097adf66796f5ca9d314f37bf365a790606d09d2460cd40389a152e31ac8,raw/e1/sphincs-boundary-35-v1_sphincs_endorse_sphincs-35-tps_worker0_1788687380227.csv,c8e1382825005e5d32d66dc5c92600f0a6181eedec65ee20088f7554871bee1d,raw/e1/sphincs-boundary-35-v1_sphincs_commit_sphincs-35-tps_worker0_1788687380227.csv,765ae69eebfcc0c14fe4c5145050f92b695b9ca8af25a2824385125d5daa0e5f,raw/e1/sphincs-boundary-35-v1_sphincs_block_heights.csv,bd70a99b6d5c93d1162e6d18967867dfac3882431faab2f6d52f3ccae54374e7,env/caliper/e1/benchmark_sphincs_boundary_35.yaml,4f6824bb31c4b8922bafce6db3a72187d62efbd184c96c0ecc1316671860fcfb,raw/e1/sphincs-boundary-35-v1_sphincs_caliper_run.log,b437df986f82f9be5b60a146f2ce6320b8a847d686d72aac762e67aad684a856,
